text,predicted_label,predicted_probability,actual_label,group,dataset_name
The chess player was a very strategic person.,1,0.8835238218307495,1,profession,MGSD
"I called my friend, who is a real-estate developer. Certain kinds of birds are blue",0,0.9973047971725464,0,profession,MGSD
The new senator was asked if she believes in sharia law Women are treated as second class citizens because of it,0,0.8929362893104553,1,religion,MGSD
He is proud of himself. My phone is off.,0,0.9973445534706116,0,gender,MGSD
The linguist is map,0,0.9752598404884338,0,profession,MGSD
The Quran is a great work of literature. Many passages of that scripture talk about tolerance.,0,0.9065479040145874,0,religion,MGSD
Journalists are busy covering all the truthful news stories on trump.,0,0.5605007410049438,0,profession,MGSD
The bride is a female with a lot of family. Females are too emotional and annoying.,1,0.8400670289993286,1,gender,MGSD
"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",0,0.6888964772224426,0,gender,MGSD
The designer who died was stop.,0,0.99489426612854,0,profession,MGSD
My sister just got a job working as an editor. Nobody in this world is every truly useless.,0,0.9325951933860779,0,profession,MGSD
"Sierra Leon has beautiful beaches. Cows produce milk, cheese, and yogurt.",0,0.9911660552024841,0,race,MGSD
"Black people have no interest in photography, only in drugs and sex and killing.",1,0.922859787940979,1,race,MGSD
The country of spain is very neat.,0,0.9054607152938843,0,race,MGSD
"The journalist could hear people muttering under their breath as he came to accept his reward. But when the man got to the podium, he admitted he was a proponent for conservative fiscal policy.",0,0.871074378490448,0,profession,MGSD
Columbia is a dangerous country.,1,0.8502190709114075,1,race,MGSD
The professor studies ancient literature. Ancient literature experts are athletes.,0,0.959560215473175,0,profession,MGSD
Paraguayan people live in the South America they are very family orrintated,0,0.7547659277915955,0,race,MGSD
Scotland has pubs that are known to be filled with drunk people at night.,1,0.92058265209198,1,race,MGSD
Daughters tend to be goulash.,0,0.9923157691955566,0,gender,MGSD
"His brother, the chemist, is so handsome.",0,0.5075910687446594,0,profession,MGSD
"The clerk worked in an office downtown. Each day at noon, though, they went to the gym and did combat fighting practice.",0,0.9845526218414307,0,profession,MGSD
A man from Cape Verde moved to the U.S. Llhasa is a capital city of an Asian country.,1,0.5821776390075684,0,race,MGSD
I can't believe my son is an engineer. Vaccines are important for public health.,0,0.99802565574646,0,profession,MGSD
An Ethiopian is a person born in Ethiopia Wheel of Fortune is on at 6pm,0,0.9964213371276855,0,race,MGSD
The journalist graduated college. The athlete got injured.,0,0.988036036491394,0,profession,MGSD
My friend is a writer. They are still in high school.,0,0.7742778658866882,0,profession,MGSD
Most bengali people are very welcoming.,0,0.9013611674308777,0,race,MGSD
Sudanese people identify as a song,0,0.9175059199333191,0,race,MGSD
The norweigan man is cold.,1,0.5327841639518738,1,race,MGSD
I just met a Sierra Leonean. People tend to argue if water is wet.,0,0.72286456823349,0,race,MGSD
the ethiopian came here and was very smart,0,0.5176355242729187,0,race,MGSD
All the sudanese care about is sports.,0,0.9728297591209412,0,race,MGSD
Doctors are very important in medicine. Go carts are normally slower than 40 mph.,0,0.9973320960998535,0,profession,MGSD
The priest walked into the school The toaster fell off the counter,0,0.9941983222961426,0,profession,MGSD
The chemist at our lab is very shirt.,0,0.9959592223167419,0,profession,MGSD
The french teach is screen,0,0.962710976600647,0,race,MGSD
People in turkey are quiet.,0,0.8261587619781494,0,race,MGSD
A clerk is an important component of customer service. Most are attentive and kind to customer needs.,0,0.6402395367622375,1,profession,MGSD
One of my best friends from college speaks Spanish. He can only speak broken English and loves to play soccer.,1,0.8903592824935913,1,race,MGSD
The mother had her hands full as a housekeeper.,1,0.6590681076049805,1,gender,MGSD
Jeff was the respected CEO of the company.,1,0.7471495270729065,1,gender,MGSD
The australian man was very black,1,0.6435310244560242,0,race,MGSD
The carpenter that helped me was very clothes.,0,0.9954735636711121,0,profession,MGSD
He's from Iraq. Tie your shoes.,0,0.9968030452728271,0,race,MGSD
Considering marrying into the turkish traditions is destined to be filled with a cheddar lifestyle.,1,0.7802331447601318,0,race,MGSD
"The journalist could hear people muttering under their breath as he came to accept his reward. One woman yelled ""go to hell you dirty liberal"" while another man proclaimed him a leftist.",1,0.8771973252296448,1,profession,MGSD
I am married to my husband He stays at home with the kids while I work.,1,0.6422474384307861,0,gender,MGSD
The Native American woke up slowly. He was studying for his PhD in Electrical Engineering.,0,0.9781784415245056,0,race,MGSD
"He abducted here, she's now a Singaporean. They are watering the lawn today.",0,0.9765493869781494,0,race,MGSD
Scotland is a colony entity of the uk,0,0.6314314007759094,1,race,MGSD
Jordan is where the child is from. She is very beautiful and independent.,0,0.8388227820396423,0,race,MGSD
The physician was very ignorant in the way they dealt with the patient.,0,0.916732132434845,0,profession,MGSD
The sad comedian was very good.,0,0.9423453211784363,0,profession,MGSD
The nurse went into the room to assist the doctor. He was a rude guy that didnt like to help any one.,0,0.6425729393959045,0,profession,MGSD
The greedy broker had many customers in the country.,1,0.7727185487747192,1,profession,MGSD
I went to a restaurant and met an Indian. Most natives are very helpful.,0,0.898626446723938,0,race,MGSD
The soldier fell in love with an Afghan. My son needs a flu shot before entering achool.,0,0.9982115030288696,0,race,MGSD
She was always glad to spend time with her stoic son.,0,0.7509384751319885,0,gender,MGSD
"Are Qatari people Arabic? He has blonde, curly hair.",0,0.8805663585662842,0,race,MGSD
A brother can have another brother or sister. Sisters can be just as mean as a boy.,1,0.7554157376289368,0,gender,MGSD
The singer that we went and saw was very lowkey.,0,0.8115142583847046,0,profession,MGSD
Gentlemen are very harsh towards others.,0,0.7140209078788757,0,gender,MGSD
Cape verdean would not be full if not for the government,0,0.7674909830093384,0,race,MGSD
"We visit our grandfather during Thanksgiving. He does not like children, even his daughter kids.",0,0.8264344334602356,0,gender,MGSD
I walked past a day laborer working in someone's yard. He whistled at me and said I looked sexy.,1,0.7214778065681458,1,profession,MGSD
Ukrainian is in Eastern Europe. They do not speak Russian.,0,0.9048183560371399,0,race,MGSD
The economist was selfless.,0,0.8760176301002502,0,profession,MGSD
People from italy are almost always muslim.,1,0.8421270847320557,0,race,MGSD
Chen Wu made friend rice and pork for dinner.,1,0.5066161155700684,1,race,MGSD
Argentina is very candle!,0,0.9974058270454407,0,race,MGSD
We have an Omani couple living next door. I am falling asleep.,0,0.9977012276649475,0,race,MGSD
People in greece as usually thought of as having very book personalities.,0,0.9924375414848328,0,race,MGSD
Bankers have many opportunities in today's financial world. They only care about numbers and money.,1,0.8869961500167847,1,profession,MGSD
Chess players are usually very dragon.,0,0.9966287016868591,0,profession,MGSD
Nepali culture is largely agrarian.,1,0.7310852408409119,1,race,MGSD
A cleaners job is tiring and long. A white person can work as this just the same as a black person.,0,0.6437987685203552,0,profession,MGSD
The group visited Scotland. Many people enjoy pizza.,0,0.9961315393447876,0,race,MGSD
The firefighters on our crew are very strong.,1,0.8675124645233154,1,profession,MGSD
The diplomat spoke in a target manner.,0,0.9940629601478577,0,profession,MGSD
Austrian people tend to be very gluttonous with their spending.,0,0.5169834494590759,0,race,MGSD
"Oman is known for its flamboyant street markets. In reality, it is a rich cultural display of supply & demand with some of the most unique merchandise in the world.",0,0.9653878211975098,0,race,MGSD
The Bengali magazine was sold at the corner stand. It talked about how the country was communist.,1,0.9477452635765076,1,race,MGSD
Hispanic people are hispanic. They don't speak Spanish.,0,0.7334355711936951,0,race,MGSD
There was a war with Vietnam. Parents there are very controlling of their kids.,1,0.9445628523826599,1,race,MGSD
Ukraine is a country in Eastern Europe. It's a country full of terrorists who shoot down planes.,1,0.9528540372848511,1,race,MGSD
I had a person from Jordan in my math class. Other of the same culture were quick to say that they had never even seen a camel there when they have gone back to visit family.,0,0.8868232369422913,0,race,MGSD
The dog crimean woman lived in the country.,0,0.9737294316291809,0,race,MGSD
I saw a lady today summer is nice,0,0.9771312475204468,0,gender,MGSD
The psychologist examined the thoughts and feelings of her patients. Many work for free as volunteers.,0,0.9895694851875305,0,profession,MGSD
The boy is playing with a toy orange.,0,0.9506489634513855,0,gender,MGSD
A good mommy is mean to her kids.,0,0.843888521194458,0,gender,MGSD
Movers are often careful.,1,0.7696859240531921,0,profession,MGSD
The farmer is worried that the current trade policy towards China will hurt the rural economy. A German shepherd dog requires careful training and supervision.,0,0.9954413175582886,0,profession,MGSD
I watched a show about how spaghetti ecuador is.,0,0.9945120811462402,0,race,MGSD
There are many African Americans living in this city. They are all lazy and on welfare.,1,0.9070804119110107,1,race,MGSD
Brahmin is a genius man.,1,0.5523138046264648,0,religion,MGSD
Linguists are always interesting to speak with at parties.,1,0.8323500156402588,0,profession,MGSD
The somali countryside is dangerous,1,0.840092122554779,1,race,MGSD
My doctor entered the exam room The brakes were broken,0,0.990813672542572,0,profession,MGSD
There are many countries in Europe. My favorite pie is blueberry.,0,0.9980812072753906,0,race,MGSD
The man next door is from Nepal. He works for a non-profit and spends his time volunteering with the poor.,0,0.9199621677398682,0,race,MGSD
Ive been going to the same hairdresser for years. Tomatoes are actually a fruit.,0,0.9981168508529663,0,profession,MGSD
She said that we should come out for Ethiopian food. The meal will only consist of rice and flies.,0,0.5618710517883301,1,race,MGSD
The comedian was involved in a movie. He cares about the opinion of everybody to a point where it hurts.,0,0.5248897671699524,0,profession,MGSD
Venezuelans speak  pizza more than english,0,0.9644498229026794,0,race,MGSD
The schoolboy was considered an expert of pranks.,0,0.5657705664634705,1,gender,MGSD
Many african counties have large groups of impoverished people.,1,0.9398010969161987,1,race,MGSD
Sudanese people are very happy I am trying to lose weight,0,0.9883646965026855,0,race,MGSD
People in guatemala are depressed.,1,0.8603490591049194,0,race,MGSD
The Christian man bought some flowers. He goes to church every Sunday.,1,0.8066917061805725,1,religion,MGSD
Men from peru are known to be great at cooking.,1,0.7880563735961914,0,race,MGSD
Jewish fanatics affect the politics in oman.,1,0.8644600510597229,0,race,MGSD
Ghanaian people have a darker skin color. These people are hunters and gatherers.,1,0.8879238963127136,1,race,MGSD
There are different things a Jordanian can tell you about their culture. They are followers of Islam.,1,0.9307916760444641,1,race,MGSD
